code,libelle,etat,insee_commune,nom_commune,mo_raison_sociale,x,y,precision_coord,categorie,puissance_maximum,productible_moyen,debit,coef_energetique,nb_turbines,type_turbine,titre,date_echeance_titre,hauteur_de_chute
81239002,Touzeilles,EXPL,81239,Saint-Amans-Valtoret,SOCIETE DU MOULIN DE TOUZEILLES,658809.0,6264570.0,0,Ouvrage fonctionnant au fil de l'eau,0.197,360832.0,,,,,,,4.0
81239003,Colombier,EXPL,81239,Saint-Amans-Valtoret,HYDRO-ELECTRIQUE DU COLOMBIE,656032.0,6265680.0,0,Ouvrage fonctionnant au fil de l'eau,0.354,636682.0,,,,,,,5.15
81239004,Banquet,EXPL,81239,Saint-Amans-Valtoret,SOCIETE HYDRO ELECTRIQUE DU BANQUET MARTINET,657243.0,6268260.0,0,Ouvrage fonctionnant au fil de l'eau,1.53,1138592.0,,,,,,,39.0
81241001,Centrale de Moulinotte,EXPL,81233,Terre-de-Bancalié,SOTRAMO,642213.0,6296950.0,0,Ouvrage fonctionnant au fil de l'eau,0.6,1220292.0,,,,,,,8.3
81241002,Centrale de Peyrolles,EXPL,81233,Terre-de-Bancalié,SOCIETE DE PRODUCTION ELECTRIQUE CASTRAISE,643791.0,6296390.0,0,Ouvrage fonctionnant au fil de l'eau,,1265376.0,,,,,,,8.3
81245001,Gramillié,HORS,81245,Saint-Christophe,CROS PIERRE,622548.0,6340450.0,0,Ouvrage fonctionnant au fil de l'eau,0.2,219000.0,8.0,,,,,2005-01-01,
81248001,Le Moulin,EXPL,81248,Saint-Gauzens,SAINT GAUZENS,610848.0,6295210.0,0,Ouvrage fonctionnant au fil de l'eau,0.165,210856.0,6.0,,,,Autorisée,,2.8
81248002,Moulin de St Pierre,EXPL,81248,Saint-Gauzens,ETABLISSEMENTS COUTRAS,608332.0,6295540.0,0,Ouvrage fonctionnant au fil de l'eau,0.353,260259.0,10.8,,,,Autorisée,,3.43
81250001,Usine de Troteco,EXPL,81250,Saint-Genest-de-Contest,S.A. CALYPSO,630674.0,6298370.0,0,Ouvrage fonctionnant au fil de l'eau,0.35,1183676.0,,,,,,,5.0
81255001,Centrale de St Jean de Rives,EXPL,81255,Saint-Jean-de-Rives,SOC HYDROELECT MOULIN DE LA RESSE,601309.0,6294720.0,0,Ouvrage fonctionnant au fil de l'eau,0.645,1513749.0,5.0,,,VLH (Very Low Head Turbine),Autorisée,,2.8
81257001,LES AVALATS,EXPL,81257,Saint-Juéry,ELECTRICITE DE FRANCE,638939.0,6316230.0,0,Ouvrage fonctionnant au fil de l'eau,0.6,4144375.0,28.0,"0,004000",3.0,Francis,Autorisée,2030-10-16,3.5
81258001,Moulin de la Pauquié,EXPL,81258,Saint-Julien-du-Puy,BIRBES EVELYNE,624431.0,6296960.0,0,Ouvrage fonctionnant au fil de l'eau,0.299,612972.0,,,,,,,2.6
81260001,Centrale de Larqué,EXPL,81233,Terre-de-Bancalié,S.A.R.L. LAFELEC,638133.0,6296750.0,0,Ouvrage fonctionnant au fil de l'eau,0.459,677716.0,,,,,,,3.2
81263001,Centrale de Vigneres - Parrinet,EXPL,81263,Saint-Martin-Laguépie,SAS DU PARRINET,616896.75,6339179.5,0,Ouvrage fonctionnant au fil de l'eau,0.49,1303660.0,20.0,,,,,,2.5
81266001,Le Moulin de St Paul Cap de Joux,EXPL,81266,Saint-Paul-Cap-de-Joux,ENERGIE VERTE DE ST PAUL CAP DE JOUX,617415.0,6283880.0,0,Ouvrage fonctionnant au fil de l'eau,1.088,1979816.0,32.9,,2.0,Hélice verticale,Autorisée,,3.37
81271001,CASTELLA,EXPL,81271,Saint-Sulpice-la-Pointe,SOCIETE HYDRO ELECTRIQUE DU MIDI,594388.0,6298330.0,0,Ouvrage fonctionnant au fil de l'eau,1.57,5474208.0,40.0,,1.0,Kaplan,Concédée (autorisable),2048-12-31,4.1
81273001,Centrale de Saix,EXPL,81273,Saïx,ETABLISSEMENTS LAVAL ET LECAMUS,634104.0,6276280.0,0,Ouvrage fonctionnant au fil de l'eau,0.892,2448234.0,26.0,,1.0,Kaplan,,,3.5
81273002,Centrale de La Gascarie,EXPL,81273,Saïx,ENERGIE VERTE DE SAIX,631940.0,6277900.0,0,Ouvrage fonctionnant au fil de l'eau,0.28,704420.0,10.0,,,,Autorisée,,2.86
81278001,Centrale de Le Merle,EXPL,81278,Sauveterre,SOCIETE HYDRO ELECTRIQUE DU MERLE,665266.0,6261880.0,0,Ouvrage fonctionnant au fil de l'eau,0.893,1597438.0,1.4,,2.0,,Autorisée,,65.0
81278002,Centrale de Camp de Soubre,EXPL,81278,Sauveterre,SOCIETE HYDROELECTRIQUE DU CAMP DE SOUBRE,665688.0,6261480.0,0,Ouvrage fonctionnant au fil de l'eau,0.75,1587143.0,,,,,,,64.0
81286001,Moulin De Lalbarede,EXPL,81286,Serviès,SOCIETE LES MEUNIERES,622362.0,6283380.0,0,Ouvrage fonctionnant au fil de l'eau,0.318,967873.0,12.5,,,,Autorisée,2040-12-31,2.6
81286002,Centrale de Servies,EXPL,81286,Serviès,CENTRALE HYDRO-ELECTRIQUE DE SERVIES,621251.0,6284920.0,0,Ouvrage fonctionnant au fil de l'eau,,3544103.0,,,,,,,3.0
81288001,Centrale de Montel,EXPL,81288,Sorèze,INSTITUTION DES EAUX DE LA MONTAGNE NOIRE,622626.0,6259900.0,0,Ouvrage fonctionnant au fil de l'eau,0.77,1391525.0,,,,,,,123.0
81292001,Pont de Tanus,EXPL,81292,Tanus,SICAE DU CARMAUSIN,644925.0,6335720.0,0,Ouvrage fonctionnant au fil de l'eau,,470213.0,,,,,,,3.94
81299001,Moulin de Breils et du Moulinet,EXPL,81299,Teyssode,ENERGIE VERTE DE TEYSSODE,615528.0,6285160.0,0,Ouvrage fonctionnant au fil de l'eau,1.99,4609863.0,50.0,,2.0,Kaplan,Autorisée,,4.07
81301001,Centrale de Rassisse,EXPL,81183,Mont-Roc,SYNDICAT MIXTE D'AMENAGEMENT HYDRAULIQUE DU DADOU,647584.06,6300747.5,0,Ouvrage fonctionnant au fil de l'eau,1.2,3874667.0,,,,,,,42.0
81303001,Centrale de Trebas,EXPL,81303,Trébas,BIRSECK HYDRO,659766.0,6316520.0,0,Ouvrage fonctionnant au fil de l'eau,4.5,12039609.0,,,,,,,5.0
81305001,Centrale de Vabre,HORS,81305,Vabre,S.A.R.L. SER JEA,653462.7,6288448.5,0,Ouvrage fonctionnant au fil de l'eau,0.195,429236.0,,,,,,,7.0
81305002,Courrech,EXPL,81305,Vabre,COURRECH HYDRO,652808.0,6287700.0,0,Ouvrage fonctionnant au fil de l'eau,0.26,411253.0,,,,Kaplan,Autorisée,2046-07-19,3.0
81315001,Centrale de Le Port (Tarn),EXPL,81315,Vielmur-sur-Agout,BLAVY ET MAURIES,626553.0,6280390.0,0,Ouvrage fonctionnant au fil de l'eau,0.876,3739387.0,25.0,,3.0,Francis,Autorisée,2045-09-25,3.57
81321001,VINTROU,EXPL,81321,Le Vintrou,ELECTRICITE DE FRANCE,656153.0,6269060.0,0,Ouvrage de type Lac,32.3,65624500.0,15.4,"0,565000",4.0,Pelton,Concédée,2021-12-31,265.0
81323001,Centrale de Viterbe,EXPL,81323,Viterbe,ENERGIE VERTE DE VITERBE,613824.0,6287260.0,0,Ouvrage fonctionnant au fil de l'eau,0.26,828306.0,12.0,,,,Autorisée,2033-01-07,2.21
82002001,Moulin du Bias,EXPL,82002,Albias,CH. MOULIN DE BIAS,575662.0,6334010.0,0,Ouvrage fonctionnant au fil de l'eau,0.09,446053.0,,,,,Autorisée,,2.54
82011001,LAGARDE,EXPL,82011,Barry-d'Islemade,ELECTRICITE DE FRANCE,562030.0,6331540.0,0,Ouvrage fonctionnant au fil de l'eau,0.6,2418438.0,40.0,"0,004000",4.0,Hélice horizontale,Autorisée,1994-10-16,2.2
82018001,Moulin de Bioule,EXPL,82018,Bioule,S.A.R.L. GALAUP ET CIE,583061.0,6333290.0,0,Ouvrage fonctionnant au fil de l'eau,0.474,1303515.0,,,,,,,2.0
82026001,Moulin des Bordes,EXPL,82026,Bruniquel,S.N.C. ESPEROU,591647.0,6331380.0,0,Ouvrage fonctionnant au fil de l'eau,,1455623.0,,,,,,,2.5
82026002,Moulin des Istournels,EXPL,82026,Bruniquel,S.A.R.L. DU MOULIN DES ISTOURNELS,592808.0,6330380.0,0,Ouvrage fonctionnant au fil de l'eau,,1009197.0,,,,,,,2.5
82026003,Les Forges de Caussanus,EXPL,82026,Bruniquel,ETABLISSEMENTS GHEERBRANT,593824.0,6330590.0,0,Ouvrage fonctionnant au fil de l'eau,,3069256.0,,,,,,,2.8
82044001,Centrale de Claux et Corbarieu,EXPL,82044,Corbarieu,SOCIETE D'EXPLOITATION DE CENTRALE HYDRO ELECTRIQUE,568798.0,6316130.0,0,Ouvrage fonctionnant au fil de l'eau,1.351,9121751.0,22.0,,1.0,,Autorisée,2018-09-19,2.8
82072001,GOLFECH,EXPL,82072,Golfech,ELECTRICITE DE FRANCE,528235.0,6336840.0,0,Ouvrage fonctionnant au fil de l'eau,94.0,291534240.0,650.0,"0,015000",4.0,Kaplan horizont. & bulbe à pâles mobiles,Concédée,2049-12-31,17.0
82076001,Moulin de Loubejac,EXPL,82076,L'Honor-de-Cos,SOCIETE HYDROELECTRIQUE DE LOUBEJAC,567628.0,6333720.0,0,Ouvrage fonctionnant au fil de l'eau,0.293,833918.0,,,,,,,2.4
82088001,CENTRALE HYDROELECTRIQUE DE CONTILLOU,EXPL,82088,Laguépie,S.A.R.L. LE MOULIN DE CONTILLOU,617926.0,6339940.0,0,Ouvrage fonctionnant au fil de l'eau,,569494.0,,,,,,,2.6
82088002,LE MOULIN DU GUE,EXPL,82088,Laguépie,S.A.R.L. LE MOULIN DU GUE,617526.0,6338910.0,0,Ouvrage fonctionnant au fil de l'eau,0.485,530406.0,18.0,,,,,,2.75
82101001,GOLFECH (Groupe de Restitution),EXPL,82101,Malause,ELECTRICITE DE FRANCE,538224.0,6333450.0,0,Ouvrage fonctionnant au fil de l'eau,0.5,4310125.0,,,,,,,8.6
82112001,Centrale de Ste Livrade,EXPL,82112,Moissac,SCS SAINTE LIVRADE,552930.0,6336970.0,0,Ouvrage fonctionnant au fil de l'eau,2.218,6856434.0,,,,,,,2.4
82121001,SAPIAC,EXPL,82121,Montauban,ELECTRICITE DE FRANCE,567610.0,6325020.0,0,Ouvrage fonctionnant au fil de l'eau,0.4,1280938.0,24.0,"0,004000",2.0,Hélice verticale,Fondée en titre,2008-12-31,2.5
82121002,ALBAREDES,EXPL,82121,Montauban,ELECTRICITE DE FRANCE,566673.0,6326020.0,0,Ouvrage fonctionnant au fil de l'eau,0.5,2231188.0,34.6,"0,004000",2.0,Hélice verticale,Concédée (autorisable),2001-12-31,2.3
82121003,Moulin de Palisse,EXPL,82121,Montauban,GLACIERE DE PALISSE,566910.0,6325950.0,0,Ouvrage fonctionnant au fil de l'eau,1.1,4734673.0,,,,,,,2.8
82121004,Moulin d'Escudie,EXPL,82121,Montauban,SOCIETE HYDROELECTRIQUE DU MOULIN DE L'ESCUDIE,569703.0,6331880.0,0,Ouvrage fonctionnant au fil de l'eau,,1079736.0,,,,,,,2.2
82125001,Usine de Montech,HORS,82125,Montech,SOCIETE D'EXPLOITATION DES ETABLISSEMENTS VARIN,557662.0,6320640.0,0,,,,,,,,,,1.0
82132001,Moulin de Montricoux,EXPL,82132,Montricoux,SOC. MEUNIERE MONTRICOUX FAUCHER FRERES,589347.0,6331440.0,0,Ouvrage fonctionnant au fil de l'eau,0.103,299625.0,,,,,,,2.0
82134001,Centrale Municipale,EXPL,82134,Nègrepelisse,COMMUNE DE NEGREPELISSE,581733.0,6332040.0,0,Ouvrage fonctionnant au fil de l'eau,1.68,2453537.0,,,,,,,3.9
82150001,Centrale de Lamothe Saliens,EXPL,82150,Reyniès,SALIENS S.A.,573844.0,6313650.0,0,Ouvrage fonctionnant au fil de l'eau,1.3,6766717.0,,,,,Concédée (autorisable),,2.6
82155001,Centrale des Ondes,EXPL,82155,Saint-Antonin-Noble-Val,VOLT-AVEYRON S.A.R.L.,598588.0,6339630.0,0,Ouvrage fonctionnant au fil de l'eau,0.37,1534497.0,,,,,,,3.0
82187001,Centrale de Lexos haut,EXPL,82187,Varen,SOC. D'EXPLOITATION DU MOULIN DE LEXOS,611130.0,6338780.0,0,Ouvrage fonctionnant au fil de l'eau,,839919.0,,,,,,,2.2
82187002,Centrale de Pailhas,EXPL,82187,Varen,SNC PAILHAS ENERGIE,610249.0,6338450.0,0,Ouvrage fonctionnant au fil de l'eau,0.4,1227580.0,,,,,,,2.0
82195001,LAGARDE,EXPL,82195,Villemade,SOCIETE HYDRO ELECTRIQUE DU MIDI,562242.0,6331400.0,0,Ouvrage fonctionnant au fil de l'eau,1.47,2987981.0,44.0,,2.0,Kaplan,Concédée (autorisable),2020-12-31,2.57
