nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO231,FR*SOD*S*GACO*2*3*_*_,LA GARENNE-COLOMBES - 92 BOULEVARD NATIONAL,voirie,91 Boulevard National 92250 La Garenne-Colombes,92250,"[48.908458,2.237217]",6,FRLGCEGACO231,FR*SOD*E*GACO*2*3*1*_,7000,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-10-29T14:27:53,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO241,FR*SOD*S*GACO*2*4*_*_,LA GARENNE-COLOMBES - 92 BOULEVARD NATIONAL,voirie,91 Boulevard National 92250 La Garenne-Colombes,92250,"[48.908458,2.237217]",6,FRLGCEGACO241,FR*SOD*E*GACO*2*4*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-10-29T14:27:52,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO251,FR*SOD*S*GACO*2*5*_*_,LA GARENNE-COLOMBES - 92 BOULEVARD NATIONAL,voirie,91 Boulevard National 92250 La Garenne-Colombes,92250,"[48.908458,2.237217]",6,FRLGCEGACO251,FR*SOD*E*GACO*2*5*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-10-29T14:32:20,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO261,FR*SOD*S*GACO*2*6*_*_,LA GARENNE-COLOMBES - 92 BOULEVARD NATIONAL,voirie,91 Boulevard National 92250 La Garenne-Colombes,92250,"[48.908458,2.237217]",6,FRLGCEGACO261,FR*SOD*E*GACO*2*6*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-10-29T14:33:05,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO311,FR*SOD*S*GACO*3*1*_*_,LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL,voirie,5 Rue du Transvaal 92250 La Garenne-Colombes,92250,"[48.913486,2.257169]",6,FRLGCEGACO311,FR*SOD*E*GACO*3*1*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T12:44:12,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO321,FR*SOD*S*GACO*3*2*_*_,LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL,voirie,5 Rue du Transvaal 92250 La Garenne-Colombes,92250,"[48.913486,2.257169]",6,FRLGCEGACO321,FR*SOD*E*GACO*3*2*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T12:39:50,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO331,FR*SOD*S*GACO*3*3*_*_,LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL,voirie,5 Rue du Transvaal 92250 La Garenne-Colombes,92250,"[48.913486,2.257169]",6,FRLGCEGACO331,FR*SOD*E*GACO*3*3*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T12:39:52,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO341,FR*SOD*S*GACO*3*4*_*_,LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL,voirie,5 Rue du Transvaal 92250 La Garenne-Colombes,92250,"[48.913486,2.257169]",6,FRLGCEGACO341,FR*SOD*E*GACO*3*4*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T12:39:52,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO351,FR*SOD*S*GACO*3*5*_*_,LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL,voirie,5 Rue du Transvaal 92250 La Garenne-Colombes,92250,"[48.913486,2.257169]",6,FRLGCEGACO351,FR*SOD*E*GACO*3*5*1*_,3000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-16T07:52:21,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO361,FR*SOD*S*GACO*3*6*_*_,LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL,voirie,5 Rue du Transvaal 92250 La Garenne-Colombes,92250,"[48.913486,2.257169]",6,FRLGCEGACO361,FR*SOD*E*GACO*3*6*1*_,7000,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T12:43:29,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO361,FR*SOD*S*GACO*3*6*_*_,LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL,voirie,5 Rue du Transvaal 92250 La Garenne-Colombes,92250,"[48.913486,2.257169]",6,FRLGCEGACO361,FR*SOD*E*GACO*3*6*1*_,7000,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T12:43:29,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO411,FR*SOD*S*GACO*4*1*_*_,LA GARENNE-COLOMBES - 126 RUE DE COLOMBES,voirie,165 Boulevard de Verdun 92400 Courbevoie,92400,"[48.905086,2.255774]",7,FRLGCEGACO411,FR*SOD*E*GACO*4*1*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:49:25,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO421,FR*SOD*S*GACO*4*2*_*_,LA GARENNE-COLOMBES - 126 RUE DE COLOMBES,voirie,165 Boulevard de Verdun 92400 Courbevoie,92400,"[48.905086,2.255774]",7,FRLGCEGACO421,FR*SOD*E*GACO*4*2*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:59:06,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO441,FR*SOD*S*GACO*4*4*_*_,LA GARENNE-COLOMBES - 126 RUE DE COLOMBES,voirie,165 Boulevard de Verdun 92400 Courbevoie,92400,"[48.905086,2.255774]",7,FRLGCEGACO441,FR*SOD*E*GACO*4*4*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:58:37,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO451,FR*SOD*S*GACO*4*5*_*_,LA GARENNE-COLOMBES - 126 RUE DE COLOMBES,voirie,165 Boulevard de Verdun 92400 Courbevoie,92400,"[48.905086,2.255774]",7,FRLGCEGACO451,FR*SOD*E*GACO*4*5*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:59:06,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO461,FR*SOD*S*GACO*4*6*_*_,LA GARENNE-COLOMBES - 126 RUE DE COLOMBES,voirie,165 Boulevard de Verdun 92400 Courbevoie,92400,"[48.905086,2.255774]",7,FRLGCEGACO461,FR*SOD*E*GACO*4*6*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:59:06,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO471,FR*SOD*S*GACO*4*7*_*_,LA GARENNE-COLOMBES - 126 RUE DE COLOMBES,voirie,165 Boulevard de Verdun 92400 Courbevoie,92400,"[48.905086,2.255774]",7,FRLGCEGACO471,FR*SOD*E*GACO*4*7*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:59:06,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO511,FR*SOD*S*GACO*5*1*_*_,LA GARENNE-COLOMBES - 31 BOULEVARD NATIONAL,voirie,35ter Boulevard National 92250 La Garenne-Colombes,92250,"[48.903313,2.239232]",6,FRLGCEGACO511,FR*SOD*E*GACO*5*1*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:03:47,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO521,FR*SOD*S*GACO*5*2*_*_,LA GARENNE-COLOMBES - 31 BOULEVARD NATIONAL,voirie,35ter Boulevard National 92250 La Garenne-Colombes,92250,"[48.903313,2.239232]",6,FRLGCEGACO521,FR*SOD*E*GACO*5*2*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:17:52,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO531,FR*SOD*S*GACO*5*3*_*_,LA GARENNE-COLOMBES - 31 BOULEVARD NATIONAL,voirie,35ter Boulevard National 92250 La Garenne-Colombes,92250,"[48.903313,2.239232]",6,FRLGCEGACO531,FR*SOD*E*GACO*5*3*1*_,7000,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:17:52,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO531,FR*SOD*S*GACO*5*3*_*_,LA GARENNE-COLOMBES - 31 BOULEVARD NATIONAL,voirie,35ter Boulevard National 92250 La Garenne-Colombes,92250,"[48.903313,2.239232]",6,FRLGCEGACO531,FR*SOD*E*GACO*5*3*1*_,7000,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:17:52,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO541,FR*SOD*S*GACO*5*4*_*_,LA GARENNE-COLOMBES - 31 BOULEVARD NATIONAL,voirie,35ter Boulevard National 92250 La Garenne-Colombes,92250,"[48.903313,2.239232]",6,FRLGCEGACO541,FR*SOD*E*GACO*5*4*1*_,3000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:17:53,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO551,FR*SOD*S*GACO*5*5*_*_,LA GARENNE-COLOMBES - 31 BOULEVARD NATIONAL,voirie,35ter Boulevard National 92250 La Garenne-Colombes,92250,"[48.903313,2.239232]",6,FRLGCEGACO551,FR*SOD*E*GACO*5*5*1*_,3000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:18:11,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO561,FR*SOD*S*GACO*5*6*_*_,LA GARENNE-COLOMBES - 31 BOULEVARD NATIONAL,voirie,35ter Boulevard National 92250 La Garenne-Colombes,92250,"[48.903313,2.239232]",6,FRLGCEGACO561,FR*SOD*E*GACO*5*6*1*_,3000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-09-22T14:17:51,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO611,FR*SOD*S*GACO*6*1*_*_,LA GARENNE-COLOMBES - 41 AVENUE DE VERDUN,voirie,22 Avenue de Verdun 1916 92250 La Garenne-Colombes,92250,"[48.905380,2.234818]",6,FRLGCEGACO611,FR*SOD*E*GACO*6*1*1*_,7000,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-11-10T10:11:49,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO611,FR*SOD*S*GACO*6*1*_*_,LA GARENNE-COLOMBES - 41 AVENUE DE VERDUN,voirie,22 Avenue de Verdun 1916 92250 La Garenne-Colombes,92250,"[48.905380,2.234818]",6,FRLGCEGACO611,FR*SOD*E*GACO*6*1*1*_,7000,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-11-10T10:11:49,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO621,FR*SOD*S*GACO*6*2*_*_,LA GARENNE-COLOMBES - 41 AVENUE DE VERDUN,voirie,22 Avenue de Verdun 1916 92250 La Garenne-Colombes,92250,"[48.905380,2.234818]",6,FRLGCEGACO621,FR*SOD*E*GACO*6*2*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-11-10T10:38:02,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO631,FR*SOD*S*GACO*6*3*_*_,LA GARENNE-COLOMBES - 41 AVENUE DE VERDUN,voirie,22 Avenue de Verdun 1916 92250 La Garenne-Colombes,92250,"[48.905380,2.234818]",6,FRLGCEGACO631,FR*SOD*E*GACO*6*3*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-11-10T11:00:11,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO641,FR*SOD*S*GACO*6*4*_*_,LA GARENNE-COLOMBES - 41 AVENUE DE VERDUN,voirie,22 Avenue de Verdun 1916 92250 La Garenne-Colombes,92250,"[48.905380,2.234818]",6,FRLGCEGACO641,FR*SOD*E*GACO*6*4*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-11-10T11:19:33,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO651,FR*SOD*S*GACO*6*5*_*_,LA GARENNE-COLOMBES - 41 AVENUE DE VERDUN,voirie,22 Avenue de Verdun 1916 92250 La Garenne-Colombes,92250,"[48.905380,2.234818]",6,FRLGCEGACO651,FR*SOD*E*GACO*6*5*1*_,3000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-10-28T14:51:26,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
GARENNE,,,IZIVIA,sav@izivia.com,972668001,GARENNE,FRLGCPGACO661,FR*SOD*S*GACO*6*6*_*_,LA GARENNE-COLOMBES - 41 AVENUE DE VERDUN,voirie,22 Avenue de Verdun 1916 92250 La Garenne-Colombes,92250,"[48.905380,2.234818]",6,FRLGCEGACO661,FR*SOD*E*GACO*6*6*1*_,7000,False,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2020-11-10T09:35:00,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
