nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*18*1*_*_,PISCINE BELLE ETOILE 2,voirie,45 Rue Jacques Brel 76290 Montivilliers,76290,"[49.550968,0.174147]",1,None,FR*SOD*E*HAVR*18*1*2*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-06-09T06:17:15,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*19*1*_*_,ABBE PIERRE,voirie,6 Place Abbé Pierre 76290 Montivilliers,76290,"[49.544201,0.193941]",1,None,FR*SOD*E*HAVR*19*1*1*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-09-13T06:27:04,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*19*1*_*_,ABBE PIERRE,voirie,6 Place Abbé Pierre 76290 Montivilliers,76290,"[49.544201,0.193941]",1,None,FR*SOD*E*HAVR*19*1*2*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-09-13T06:27:04,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*20*1*_*_,PISCINE G D’O,voirie,Rue des Sports 76700 Gonfreville-l'Orcher,76700,"[49.511665,0.230292]",1,None,FR*SOD*E*HAVR*20*1*1*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-12-12T09:06:40,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*20*1*_*_,PISCINE G D’O,voirie,Rue des Sports 76700 Gonfreville-l'Orcher,76700,"[49.511665,0.230292]",1,None,FR*SOD*E*HAVR*20*1*2*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-12-12T09:06:40,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*21*1*_*_,NOIRE PEL,voirie,2 Rue Noire Pel 76310 Sainte-Adresse,76310,"[49.505943,0.085149]",1,None,FR*SOD*E*HAVR*21*1*1*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-09-13T07:00:34,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*21*1*_*_,NOIRE PEL,voirie,2 Rue Noire Pel 76310 Sainte-Adresse,76310,"[49.505943,0.085149]",1,None,FR*SOD*E*HAVR*21*1*2*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-09-13T07:00:34,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*22*1*_*_,EPOUVILLE,voirie,Rue du Chemin de Fer 76133 Épouville,76133,"[49.564087,0.223839]",1,None,FR*SOD*E*HAVR*22*1*1*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-10-24T12:22:46,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*22*1*_*_,EPOUVILLE,voirie,Rue du Chemin de Fer 76133 Épouville,76133,"[49.564087,0.223839]",1,None,FR*SOD*E*HAVR*22*1*2*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-10-24T12:22:46,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*23*1*_*_,GARE HARFLEUR FLEURVILLE,voirie,1 Rue Robert Ancel 76700 Harfleur,76700,"[49.513382,0.198302]",1,None,FR*SOD*E*HAVR*23*1*1*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-10-24T12:49:05,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*23*1*_*_,GARE HARFLEUR FLEURVILLE,voirie,1 Rue Robert Ancel 76700 Harfleur,76700,"[49.513382,0.198302]",1,None,FR*SOD*E*HAVR*23*1*2*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-10-24T12:49:05,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*24*1*_*_,GARE ROLLEVILLE,voirie,12 Rue Victor Petitpas 76133 Rolleville,76133,"[49.582069,0.216142]",1,None,FR*SOD*E*HAVR*24*1*1*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-12-21T09:29:56,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*24*1*_*_,GARE ROLLEVILLE,voirie,12 Rue Victor Petitpas 76133 Rolleville,76133,"[49.582069,0.216142]",1,None,FR*SOD*E*HAVR*24*1*2*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2017-12-21T09:29:56,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*25*1*_*_,PARC DES COURTINES,voirie,Rue de la Courtine 76700 Harfleur,76700,"[49.503956,0.197119]",1,None,FR*SOD*E*HAVR*25*1*1*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-06-07T06:10:31,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*25*1*_*_,PARC DES COURTINES,voirie,Rue de la Courtine 76700 Harfleur,76700,"[49.503956,0.197119]",1,None,FR*SOD*E*HAVR*25*1*2*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-06-07T06:10:31,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*26*1*_*_,MONTIVILLIERS GARE 1,voirie,10 Rue de la Commune de 1871 76290 Montivilliers,76290,"[49.543499,0.189363]",1,None,FR*SOD*E*HAVR*26*1*1*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-06-07T06:26:33,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*26*1*_*_,MONTIVILLIERS GARE 1,voirie,10 Rue de la Commune de 1871 76290 Montivilliers,76290,"[49.543499,0.189363]",1,None,FR*SOD*E*HAVR*26*1*2*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-06-07T06:26:33,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*27*1*_*_,MONTIVILLIERS GARE 2,voirie,10 Rue de la Commune de 1871 76290 Montivilliers,76290,"[49.543545,0.189361]",1,None,FR*SOD*E*HAVR*27*1*1*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-06-07T06:41:46,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*27*1*_*_,MONTIVILLIERS GARE 2,voirie,10 Rue de la Commune de 1871 76290 Montivilliers,76290,"[49.543545,0.189361]",1,None,FR*SOD*E*HAVR*27*1*2*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-06-07T06:41:46,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*28*1*_*_,PARKING COVOITURAGE,voirie,50 Route d’Oudalle 76700 Gonfreville-l'Orcher,76700,"[49.502850,0.211083]",1,None,FR*SOD*E*HAVR*28*1*1*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-06-07T05:28:16,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*28*1*_*_,PARKING COVOITURAGE,voirie,50 Route d’Oudalle 76700 Gonfreville-l'Orcher,76700,"[49.502850,0.211083]",1,None,FR*SOD*E*HAVR*28*1*2*_,,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-06-07T05:28:16,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*29*1*_*_,PLACE DANTON,voirie,44 Rue Lesueur 76600 Le Havre,76600,"[49.494961,0.122622]",1,None,FR*SOD*E*HAVR*29*1*1*_,22000.0,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-10-15T13:08:33,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*29*1*_*_,PLACE DANTON,voirie,44 Rue Lesueur 76600 Le Havre,76600,"[49.494961,0.122622]",1,None,FR*SOD*E*HAVR*29*1*2*_,22000.0,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-10-15T13:08:33,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*30*1*_*_,PLACE VAVASSEUR,voirie,14 Place Georges Vavasseur 76620 Le Havre,76620,"[49.510029,0.110097]",1,None,FR*SOD*E*HAVR*30*1*1*_,22000.0,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-12-11T10:00:59,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*30*1*_*_,PLACE VAVASSEUR,voirie,14 Place Georges Vavasseur 76620 Le Havre,76620,"[49.510029,0.110097]",1,None,FR*SOD*E*HAVR*30*1*2*_,22000.0,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2018-12-11T10:00:59,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*31*1*_*_,BEAU PANORAMA,voirie,10 Rue Maurice Taconet 76310 Sainte-Adresse,76310,"[49.504066,0.080863]",1,None,FR*SOD*E*HAVR*31*1*1*_,22000.0,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2019-02-04T10:05:44,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*31*1*_*_,BEAU PANORAMA,voirie,10 Rue Maurice Taconet 76310 Sainte-Adresse,76310,"[49.504066,0.080863]",1,None,FR*SOD*E*HAVR*31*1*2*_,22000.0,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2019-02-04T10:05:44,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None11,FR*SOD*S*HAVR*32*1*_*_,BOISSAYE DU BOCAGE,voirie,30 Rue Georges Boissaye du Bocage 76310 Sainte-Adresse,76310,"[49.510471,0.073926]",1,None,FR*SOD*E*HAVR*32*1*1*_,22000.0,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2019-03-20T13:25:33,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
LHSM,,,IZIVIA,sav@izivia.com,972668001,LHSM,None12,FR*SOD*S*HAVR*32*1*_*_,BOISSAYE DU BOCAGE,voirie,30 Rue Georges Boissaye du Bocage 76310 Sainte-Adresse,76310,"[49.510471,0.073926]",1,None,FR*SOD*E*HAVR*32*1*2*_,22000.0,True,True,False,False,False,False,True,False,True,,acces libre,False,24/7,Accessibilité inconnue,aucune restriction,False,,,2019-03-20T13:25:33,conditions acces aux bornes dépendantes des accords et formules de votre EMSP,2021-08-08
